Course Code,Academic Period,Subject,Subject College,Department,MT C or Higher,"MT C-, D, F, W",MT Not Reported,Total Grades,# of Passing Grades,% of Passing Grades
ID 13889,202610,ID,CAED,ARCH,43.0,8.0,6.0,57.0,0.7543859649122807,75.44%
FDM 20907,202510,FDM,CotA,FDM,104.0,20.0,14.0,138.0,0.7536231884057971,75.36%
ID 13310,202580,ID,CAED,ARCH,55.0,9.0,9.0,73.0,0.7534246575342466,75.34%
VCD 13182,202310,VCD,CCI,VCD,58.0,8.0,11.0,77.0,0.7532467532467533,75.32%
COMM 17591,202410,COMM,CCI,COMM,467.0,92.0,61.0,620.0,0.7532258064516129,75.32%
ID 29543,202310,ID,CAED,ARCH,61.0,6.0,14.0,81.0,0.7530864197530864,75.31%
FDM 12721,202510,FDM,CotA,FDM,125.0,27.0,14.0,166.0,0.7530120481927711,75.30%
CMGT 16841,202280,CMGT,CAED,ARCH,67.0,10.0,12.0,89.0,0.7528089887640449,75.28%
MDJ 28984,202610,MDJ,CCI,MDJ,70.0,18.0,5.0,93.0,0.7526881720430108,75.27%
COMM 17213,202310,COMM,CCI,COMM,76.0,14.0,11.0,101.0,0.7524752475247525,75.25%
MDJ 25946,202480,MDJ,CCI,MDJ,82.0,13.0,14.0,109.0,0.7522935779816514,75.23%
MDJ 25946,202580,MDJ,CCI,MDJ,103.0,23.0,11.0,137.0,0.7518248175182481,75.18%
ARTH 17400,202280,ARTH,CotA,ART,244.0,37.0,44.0,325.0,0.7507692307692307,75.08%
ARTH 17400,202580,ARTH,CotA,ART,244.0,38.0,43.0,325.0,0.7507692307692307,75.08%
FDM 29298,202310,FDM,CotA,FDM,114.0,18.0,20.0,152.0,0.75,75.00%
THEA 10321,202580,THEA,CotA,THDN,18.0,4.0,2.0,24.0,0.75,75.00%
THEA 15947,202410,THEA,CotA,THDN,9.0,2.0,1.0,12.0,0.75,75.00%
THEA 18720,202280,THEA,CotA,THDN,9.0,1.0,2.0,12.0,0.75,75.00%
MDJ 21449,202280,MDJ,CCI,MDJ,15.0,4.0,1.0,20.0,0.75,75.00%
FDM 17764,202610,FDM,CotA,FDM,21.0,6.0,1.0,28.0,0.75,75.00%
THEA 26012,202410,THEA,CotA,THDN,12.0,2.0,2.0,16.0,0.75,75.00%
THEA 20443,202410,THEA,CotA,THDN,15.0,2.0,3.0,20.0,0.75,75.00%
FDM 20907,202480,FDM,CotA,FDM,45.0,11.0,4.0,60.0,0.75,75.00%
THEA 14873,202280,THEA,CotA,THDN,9.0,1.0,2.0,12.0,0.75,75.00%
ARCH 14841,202410,ARCH,CAED,ARCH,69.0,8.0,15.0,92.0,0.75,75.00%
MDJ 28436,202280,MDJ,CCI,MDJ,36.0,7.0,5.0,48.0,0.75,75.00%
FDM 25693,202280,FDM,CotA,FDM,51.0,10.0,7.0,68.0,0.75,75.00%
ARTS 23886,202580,ARTS,CotA,ART,9.0,1.0,2.0,12.0,0.75,75.00%
MDJ 21449,202480,MDJ,CCI,MDJ,15.0,2.0,3.0,20.0,0.75,75.00%
MDJ 21449,202610,MDJ,CCI,MDJ,27.0,2.0,7.0,36.0,0.75,75.00%
ID 29543,202610,ID,CAED,ARCH,51.0,9.0,8.0,68.0,0.75,75.00%
ARCH 19059,202510,ARCH,CAED,ARCH,9.0,1.0,2.0,12.0,0.75,75.00%
ARCH 11467,202580,ARCH,CAED,ARCH,261.0,47.0,40.0,348.0,0.75,75.00%
FDM 14111,202580,FDM,CotA,FDM,152.0,17.0,34.0,203.0,0.7487684729064039,74.88%
EMAT 19538,202480,EMAT,CCI,EMAT,131.0,25.0,19.0,175.0,0.7485714285714286,74.86%
FDM 12670,202380,FDM,CotA,FDM,202.0,36.0,32.0,270.0,0.7481481481481481,74.81%
FDM 18819,202510,FDM,CotA,FDM,77.0,12.0,14.0,103.0,0.7475728155339806,74.76%
ARCH 14841,202310,ARCH,CAED,ARCH,68.0,12.0,11.0,91.0,0.7472527472527473,74.73%
FDM 21467,202280,FDM,CotA,FDM,192.0,31.0,34.0,257.0,0.7470817120622568,74.71%
CMGT 23815,202480,CMGT,CAED,ARCH,59.0,13.0,7.0,79.0,0.7468354430379747,74.68%
THEA 20655,202610,THEA,CotA,THDN,56.0,11.0,8.0,75.0,0.7466666666666667,74.67%
ID 19883,202310,ID,CAED,ARCH,56.0,10.0,9.0,75.0,0.7466666666666667,74.67%
FDM 14111,202380,FDM,CotA,FDM,153.0,23.0,29.0,205.0,0.7463414634146341,74.63%
MDJ 20627,202380,MDJ,CCI,MDJ,50.0,7.0,10.0,67.0,0.746268656716418,74.63%
MDJ 22796,202280,MDJ,CCI,MDJ,44.0,10.0,5.0,59.0,0.7457627118644068,74.58%
ID 24050,202380,ID,CAED,ARCH,82.0,14.0,14.0,110.0,0.7454545454545455,74.55%
FDM 25884,202480,FDM,CotA,FDM,164.0,26.0,30.0,220.0,0.7454545454545455,74.55%
FDM 12681,202510,FDM,CotA,FDM,67.0,13.0,10.0,90.0,0.7444444444444445,74.44%
FDM 21467,202380,FDM,CotA,FDM,131.0,25.0,20.0,176.0,0.7443181818181818,74.43%
CMGT 21745,202610,CMGT,CAED,ARCH,96.0,23.0,10.0,129.0,0.7441860465116279,74.42%
FDM 12681,202610,FDM,CotA,FDM,93.0,24.0,8.0,125.0,0.744,74.40%
VCD 18414,202380,VCD,CCI,VCD,29.0,6.0,4.0,39.0,0.7435897435897436,74.36%
MDJ 22796,202310,MDJ,CCI,MDJ,29.0,5.0,5.0,39.0,0.7435897435897436,74.36%
VCD 17213,202380,VCD,CCI,VCD,29.0,6.0,4.0,39.0,0.7435897435897436,74.36%
MUS 11618,202610,MUS,CotA,MUS,29.0,6.0,4.0,39.0,0.7435897435897436,74.36%
FDM 17764,202280,FDM,CotA,FDM,116.0,17.0,23.0,156.0,0.7435897435897436,74.36%
FDM 12670,202410,FDM,CotA,FDM,107.0,22.0,15.0,144.0,0.7430555555555556,74.31%
ARCH 14775,202310,ARCH,CAED,ARCH,75.0,13.0,13.0,101.0,0.7425742574257426,74.26%
VCD 24327,202580,VCD,CCI,VCD,23.0,3.0,5.0,31.0,0.7419354838709677,74.19%
CMGT 16841,202380,CMGT,CAED,ARCH,63.0,13.0,9.0,85.0,0.7411764705882353,74.12%
DAN 27345,202510,DAN,CotA,THDN,20.0,4.0,3.0,27.0,0.7407407407407407,74.07%
MDJ 17554,202510,MDJ,CCI,MDJ,20.0,5.0,2.0,27.0,0.7407407407407407,74.07%
MDJ 28436,202580,MDJ,CCI,MDJ,37.0,6.0,7.0,50.0,0.74,74.00%
COMM 17213,202280,COMM,CCI,COMM,111.0,25.0,14.0,150.0,0.74,74.00%
THEA 29604,202610,THEA,CotA,THDN,17.0,6.0,0.0,23.0,0.7391304347826086,73.91%
ART 20725,202580,ART,CotA,ART,34.0,4.0,8.0,46.0,0.7391304347826086,73.91%
VCD 25988,202310,VCD,CCI,VCD,34.0,9.0,3.0,46.0,0.7391304347826086,73.91%
VCD 28950,202580,VCD,CCI,VCD,87.0,14.0,17.0,118.0,0.7372881355932204,73.73%
VCD 17213,202280,VCD,CCI,VCD,42.0,6.0,9.0,57.0,0.7368421052631579,73.68%
VCD 25988,202410,VCD,CCI,VCD,28.0,7.0,3.0,38.0,0.7368421052631579,73.68%
MUS 22669,202580,MUS,CotA,MUS,28.0,4.0,6.0,38.0,0.7368421052631579,73.68%
FDM 17764,202410,FDM,CotA,FDM,14.0,3.0,2.0,19.0,0.7368421052631579,73.68%
VCD 18414,202580,VCD,CCI,VCD,14.0,2.0,3.0,19.0,0.7368421052631579,73.68%
THEA 24282,202610,THEA,CotA,THDN,14.0,1.0,4.0,19.0,0.7368421052631579,73.68%
MUS 28860,202310,MUS,CotA,MUS,14.0,1.0,4.0,19.0,0.7368421052631579,73.68%
MDJ 20627,202480,MDJ,CCI,MDJ,53.0,12.0,7.0,72.0,0.7361111111111112,73.61%
CCI 11716,202280,CCI,CCI,CCI,92.0,21.0,12.0,125.0,0.736,73.60%
ARCH 22860,202480,ARCH,CAED,ARCH,128.0,25.0,21.0,174.0,0.735632183908046,73.56%
FDM 25693,202510,FDM,CotA,FDM,25.0,7.0,2.0,34.0,0.7352941176470589,73.53%
FDM 18819,202610,FDM,CotA,FDM,61.0,13.0,9.0,83.0,0.7349397590361446,73.49%
AED 22860,202380,AED,CAED,ARCH,58.0,12.0,9.0,79.0,0.7341772151898734,73.42%
MUS 28860,202380,MUS,CotA,MUS,44.0,7.0,9.0,60.0,0.7333333333333333,73.33%
THEA 17060,202310,THEA,CotA,THDN,33.0,7.0,5.0,45.0,0.7333333333333333,73.33%
ARCS 12721,202410,ARCS,CAED,ARCH,11.0,2.0,2.0,15.0,0.7333333333333333,73.33%
FDM 27868,202410,FDM,CotA,FDM,74.0,12.0,15.0,101.0,0.7326732673267327,73.27%
ARCH 14841,202610,ARCH,CAED,ARCH,74.0,18.0,9.0,101.0,0.7326732673267327,73.27%
COMM 21241,202580,COMM,CCI,COMM,41.0,10.0,5.0,56.0,0.7321428571428571,73.21%
EMAT 26013,202380,EMAT,CCI,EMAT,41.0,8.0,7.0,56.0,0.7321428571428571,73.21%
THEA 29275,202580,THEA,CotA,THDN,41.0,6.0,9.0,56.0,0.7321428571428571,73.21%
VCD 17213,202310,VCD,CCI,VCD,30.0,6.0,5.0,41.0,0.7317073170731707,73.17%
EMAT 12670,202280,EMAT,CCI,EMAT,19.0,3.0,4.0,26.0,0.7307692307692307,73.08%
CMGT 21745,202410,CMGT,CAED,ARCH,89.0,21.0,12.0,122.0,0.7295081967213115,72.95%
ID 13889,202510,ID,CAED,ARCH,40.0,5.0,10.0,55.0,0.7272727272727273,72.73%
THEA 20443,202510,THEA,CotA,THDN,8.0,2.0,1.0,11.0,0.7272727272727273,72.73%
ARTS 28482,202380,ARTS,CotA,ART,48.0,10.0,8.0,66.0,0.7272727272727273,72.73%
THEA 14873,202380,THEA,CotA,THDN,8.0,2.0,1.0,11.0,0.7272727272727273,72.73%
THEA 21002,202310,THEA,CotA,THDN,8.0,3.0,0.0,11.0,0.7272727272727273,72.73%
THEA 22478,202480,THEA,CotA,THDN,8.0,2.0,1.0,11.0,0.7272727272727273,72.73%
MDJ 12683,202280,MDJ,CCI,MDJ,37.0,5.0,9.0,51.0,0.7254901960784313,72.55%
MDJ 22796,202610,MDJ,CCI,MDJ,29.0,7.0,4.0,40.0,0.725,72.50%
MDJ 28950,202510,MDJ,CCI,MDJ,29.0,7.0,4.0,40.0,0.725,72.50%
VCD 18414,202310,VCD,CCI,VCD,29.0,4.0,7.0,40.0,0.725,72.50%
CMGT 11015,202310,CMGT,CAED,ARCH,29.0,7.0,4.0,40.0,0.725,72.50%
VCD 17656,202310,VCD,CCI,VCD,21.0,4.0,4.0,29.0,0.7241379310344828,72.41%
VCD 18839,202480,VCD,CCI,VCD,42.0,6.0,10.0,58.0,0.7241379310344828,72.41%
THEA 25866,202410,THEA,CotA,THDN,21.0,6.0,2.0,29.0,0.7241379310344828,72.41%
THEA 22478,202410,THEA,CotA,THDN,34.0,6.0,7.0,47.0,0.723404255319149,72.34%
THEA 17060,202380,THEA,CotA,THDN,39.0,10.0,5.0,54.0,0.7222222222222222,72.22%
FDM 23628,202510,FDM,CotA,FDM,62.0,15.0,9.0,86.0,0.7209302325581395,72.09%
VCD 25988,202280,VCD,CCI,VCD,67.0,16.0,10.0,93.0,0.7204301075268817,72.04%
DAN 22742,202280,DAN,CotA,THDN,18.0,2.0,5.0,25.0,0.72,72.00%
MUS 22669,202510,MUS,CotA,MUS,18.0,3.0,4.0,25.0,0.72,72.00%
MDJ 12683,202480,MDJ,CCI,MDJ,41.0,8.0,8.0,57.0,0.7192982456140351,71.93%
ARTS 22958,202480,ARTS,CotA,ART,33.0,7.0,6.0,46.0,0.717391304347826,71.74%
MDJ 12683,202510,MDJ,CCI,MDJ,33.0,6.0,7.0,46.0,0.717391304347826,71.74%
FDM 11617,202480,FDM,CotA,FDM,142.0,31.0,25.0,198.0,0.7171717171717171,71.72%
FDM 17764,202580,FDM,CotA,FDM,96.0,19.0,19.0,134.0,0.7164179104477612,71.64%
CMGT 19400,202510,CMGT,CAED,ARCH,63.0,14.0,11.0,88.0,0.7159090909090909,71.59%
FDM 14111,202410,FDM,CotA,FDM,128.0,27.0,24.0,179.0,0.7150837988826816,71.51%
THEA 26012,202310,THEA,CotA,THDN,15.0,1.0,5.0,21.0,0.7142857142857143,71.43%
THEA 25866,202510,THEA,CotA,THDN,10.0,3.0,1.0,14.0,0.7142857142857143,71.43%
EMAT 26013,202580,EMAT,CCI,EMAT,42.0,8.0,9.0,59.0,0.711864406779661,71.19%
MDJ 20627,202610,MDJ,CCI,MDJ,69.0,14.0,14.0,97.0,0.711340206185567,71.13%
THEA 26012,202480,THEA,CotA,THDN,32.0,4.0,9.0,45.0,0.7111111111111111,71.11%
MDJ 13358,202280,MDJ,CCI,MDJ,27.0,7.0,4.0,38.0,0.7105263157894737,71.05%
THEA 22559,202410,THEA,CotA,THDN,27.0,7.0,4.0,38.0,0.7105263157894737,71.05%
MDJ 22796,202510,MDJ,CCI,MDJ,27.0,3.0,8.0,38.0,0.7105263157894737,71.05%
CMGT 21745,202310,CMGT,CAED,ARCH,76.0,13.0,18.0,107.0,0.7102803738317757,71.03%
ART 29123,202610,ART,CotA,ART,22.0,4.0,5.0,31.0,0.7096774193548387,70.97%
ID 19670,202510,ID,CAED,ARCH,39.0,7.0,9.0,55.0,0.7090909090909091,70.91%
MDJ 20627,202280,MDJ,CCI,MDJ,39.0,7.0,9.0,55.0,0.7090909090909091,70.91%
VCD 19343,202280,VCD,CCI,VCD,17.0,4.0,3.0,24.0,0.7083333333333334,70.83%
THEA 19134,202380,THEA,CotA,THDN,29.0,3.0,9.0,41.0,0.7073170731707317,70.73%
ARCH 24669,202280,ARCH,CAED,ARCH,72.0,17.0,13.0,102.0,0.7058823529411765,70.59%
MDJ 25865,202380,MDJ,CCI,MDJ,24.0,5.0,5.0,34.0,0.7058823529411765,70.59%
FDM 24923,202310,FDM,CotA,FDM,153.0,30.0,34.0,217.0,0.7050691244239631,70.51%
VCD 13182,202580,VCD,CCI,VCD,31.0,6.0,7.0,44.0,0.7045454545454546,70.45%
VCD 17656,202380,VCD,CCI,VCD,19.0,5.0,3.0,27.0,0.7037037037037037,70.37%
THEA 26012,202380,THEA,CotA,THDN,33.0,10.0,4.0,47.0,0.7021276595744681,70.21%
ART 21467,202610,ART,CotA,ART,33.0,6.0,8.0,47.0,0.7021276595744681,70.21%
FDM 23628,202310,FDM,CotA,FDM,68.0,16.0,13.0,97.0,0.7010309278350515,70.10%
EMAT 17213,202610,EMAT,CCI,EMAT,21.0,4.0,5.0,30.0,0.7,70.00%
THEA 25866,202480,THEA,CotA,THDN,7.0,2.0,1.0,10.0,0.7,70.00%
ARCH 14775,202510,ARCH,CAED,ARCH,53.0,12.0,11.0,76.0,0.6973684210526315,69.74%
THEA 21002,202610,THEA,CotA,THDN,23.0,5.0,5.0,33.0,0.696969696969697,69.70%
ARTS 19694,202510,ARTS,CotA,ART,62.0,11.0,16.0,89.0,0.6966292134831461,69.66%
MDJ 20627,202510,MDJ,CCI,MDJ,55.0,13.0,11.0,79.0,0.6962025316455697,69.62%
ART 20725,202480,ART,CotA,ART,32.0,5.0,9.0,46.0,0.6956521739130435,69.57%
ART 29123,202510,ART,CotA,ART,43.0,8.0,11.0,62.0,0.6935483870967742,69.35%
ARTS 19694,202310,ARTS,CotA,ART,61.0,14.0,13.0,88.0,0.6931818181818182,69.32%
THEA 28661,202510,THEA,CotA,THDN,9.0,3.0,1.0,13.0,0.6923076923076923,69.23%
VCD 28950,202510,VCD,CCI,VCD,38.0,9.0,8.0,55.0,0.6909090909090909,69.09%
ART 20725,202410,ART,CotA,ART,22.0,6.0,4.0,32.0,0.6875,68.75%
ART 20725,202280,ART,CotA,ART,33.0,5.0,10.0,48.0,0.6875,68.75%
CCI 11716,202480,CCI,CCI,CCI,52.0,10.0,14.0,76.0,0.6842105263157895,68.42%
COMM 21241,202380,COMM,CCI,COMM,39.0,8.0,10.0,57.0,0.6842105263157895,68.42%
ARTH 14683,202310,ARTH,CotA,ART,39.0,11.0,7.0,57.0,0.6842105263157895,68.42%
ARCH 19059,202410,ARCH,CAED,ARCH,13.0,1.0,5.0,19.0,0.6842105263157895,68.42%
ARTS 19694,202280,ARTS,CotA,ART,30.0,8.0,6.0,44.0,0.6818181818181818,68.18%
MUS 25988,202280,MUS,CotA,MUS,17.0,3.0,5.0,25.0,0.68,68.00%
MDJ 25865,202280,MDJ,CCI,MDJ,23.0,5.0,6.0,34.0,0.6764705882352942,67.65%
CMGT 16841,202410,CMGT,CAED,ARCH,31.0,10.0,5.0,46.0,0.6739130434782609,67.39%
DAN 27345,202410,DAN,CotA,THDN,10.0,3.0,2.0,15.0,0.6666666666666666,66.67%
MUS 12689,202310,MUS,CotA,MUS,4.0,1.0,1.0,6.0,0.6666666666666666,66.67%
MUS 10925,202480,MUS,CotA,MUS,6.0,2.0,1.0,9.0,0.6666666666666666,66.67%
MDJ 25865,202510,MDJ,CCI,MDJ,26.0,8.0,5.0,39.0,0.6666666666666666,66.67%
ARTH 14683,202280,ARTH,CotA,ART,23.0,5.0,7.0,35.0,0.6571428571428571,65.71%
ART 20725,202510,ART,CotA,ART,21.0,5.0,6.0,32.0,0.65625,65.62%
VCD 18414,202480,VCD,CCI,VCD,13.0,5.0,2.0,20.0,0.65,65.00%
MDJ 17554,202280,MDJ,CCI,MDJ,20.0,5.0,6.0,31.0,0.6451612903225806,64.52%
ARTS 19694,202480,ARTS,CotA,ART,38.0,8.0,13.0,59.0,0.6440677966101694,64.41%
MDJ 12063,202280,MDJ,CCI,MDJ,9.0,2.0,3.0,14.0,0.6428571428571429,64.29%
ARCS 29348,202310,ARCS,CAED,ARCH,9.0,2.0,3.0,14.0,0.6428571428571429,64.29%
ARCS 26039,202480,ARCS,CAED,ARCH,7.0,2.0,2.0,11.0,0.6363636363636364,63.64%
MUS 20682,202510,MUS,CotA,MUS,7.0,3.0,1.0,11.0,0.6363636363636364,63.64%
THEA 15947,202380,THEA,CotA,THDN,14.0,5.0,3.0,22.0,0.6363636363636364,63.64%
THEA 26012,202510,THEA,CotA,THDN,7.0,1.0,3.0,11.0,0.6363636363636364,63.64%
VCD 18414,202510,VCD,CCI,VCD,17.0,5.0,5.0,27.0,0.6296296296296297,62.96%
MDJ 22796,202480,MDJ,CCI,MDJ,25.0,9.0,6.0,40.0,0.625,62.50%
THEA 28661,202480,THEA,CotA,THDN,12.0,3.0,5.0,20.0,0.6,60.00%
MDJ 11788,202480,MDJ,CCI,MDJ,12.0,3.0,5.0,20.0,0.6,60.00%
THEA 13155,202410,THEA,CotA,THDN,15.0,5.0,5.0,25.0,0.6,60.00%
ARCS 13373,202580,ARCS,CAED,ARCH,6.0,2.0,2.0,10.0,0.6,60.00%
AED 22860,202310,AED,CAED,ARCH,8.0,5.0,1.0,14.0,0.5714285714285714,57.14%
THEA 25866,202380,THEA,CotA,THDN,8.0,1.0,5.0,14.0,0.5714285714285714,57.14%
THEA 13155,202510,THEA,CotA,THDN,13.0,7.0,3.0,23.0,0.5652173913043478,56.52%
THEA 11844,202580,THEA,CotA,THDN,10.0,5.0,3.0,18.0,0.5555555555555556,55.56%
THEA 14029,202410,THEA,CotA,THDN,6.0,4.0,1.0,11.0,0.5454545454545454,54.55%
MUS 10925,202280,MUS,CotA,MUS,2.0,1.0,1.0,4.0,0.5,50.00%
THEA 13155,202380,THEA,CotA,THDN,12.0,7.0,5.0,24.0,0.5,50.00%
MDJ 12062,202410,MDJ,CCI,MDJ,9.0,3.0,8.0,20.0,0.45,45.00%
